"Code","Name","Latitude","Longitude","YEAR","Depth","Reef.Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tHAEMavg","tHAEMstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"CC01","Corona Caiman",15.9545,-88.2802,"2023",NA,"Bank",50.333333,13.682917,11.666667,6.944222,35.134036296788,105.27952982083,46.928972980129,115.53764888939,19.548160972753,13.8226371835599,0,0,236.43719622837,474.05947787405,338.04836647804,148.16764432858,241.27198218564,673.26006396363,690.53544988177,821.42770829221
"CC02","Corona Caiman sensor temp",15.9695,-88.2985,"2023",NA,"Bank",24.666667,10.79609,28,11.135529,116.60240694637,320.38447680713,28.014701135656,54.636702460541,25.732254587749,18.195451714216,0,0,47.521242000414,111.49076330803,217.870604670189,245.59046224219,338.30609610525,525.83413650897,633.74338107511,771.42459875116
"CC02","Corona Caiman sensor temp",15.96953,-88.29851,"2021",14.8,NA,31.33,7.76,38.42,7.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC02","Corona Caiman sensor temp",15.96953,-88.29851,"2021",16.1,NA,NA,NA,NA,NA,16,53,285,944,16,29,13,44,12,31,342,362,260,491,415,853
"CCSC","Caye Caulker Southern Channel",17.7256,-88.0109,"2023",NA,"Barrier",11.666667,5.647025,16.166667,3.531603,307.24890931938,415.69992075104,80.523269591822,115.32320988521,265.0374789114,187.409798606838,0,0,2241.0709333068,2764.0972280431,2893.8805911294,491.93958993441,344.91264781667,5295.996460732,4719.4956916559,5787.93605066641
"Control","Control",18.06742,-87.86975,"2018",15.4,NA,NA,NA,NA,NA,159,331,12,33,40,75,0,0,191,210,402,373,475,860,1621,1233
"Coral Lane","Coral Lane",17.3072,-88.0538,"2023",NA,"Barrier",27.333333,10.624918,1,1.154701,442.0754742368,875.04595809659,8.137573390671,24.412720172013,0,0,225.97930991314,677.93792973942,1467.231918825,788.07302799722,2143.42427636561,786.36234137871,1349.9618859613,2956.1000726572,2067.7017422257,3742.46241403591
"CZ2_DFR","Cockroach Zone",17.51,-87.7492,"2023",NA,"Atoll",7.833333,2.67187,9.333333,5.734884,277.31513477673,516.1348537595,211.19342820191,354.38222923968,233.31972442795,164.98195932758,0,0,334.29989980658,641.29050192753,1056.12818721317,458.08172443657,322.88128785482,2053.2205115654,2300.1328257481,2511.30223600197
"CZ2_DFR","CZ2_DFR",17.51001,-87.74921,"2018",10.7,NA,NA,NA,NA,NA,0,0,53,104,0,0,18,52,150,144,221,446,295,1302,1276,1748
"CZ2_SFR","CZ2_SFR",17.51015,-87.74994,"2018",8.6,NA,NA,NA,NA,NA,566,728,0,0,16,45,0,0,472,536,1054,860,647,2451,2874,3311
"CZFR2","CZFR2",16.7369,-87.8077,"2023",NA,"Atoll",23.166667,12.428685,27.583333,8.852573,100.32221409338,300.96664228015,48.038776099788,115.13413671164,166.17039293342,117.500211675654,0,0,304.04547134987,558.95341734866,618.576854476458,452.01231308774,287.79186859657,3629.8766810973,1787.9502708556,4081.88899418504
"CZFR2",NA,16.73689,-87.80771,"2018",13.4,NA,23.83,9.11,16,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CZFR2",NA,16.73689,-87.80771,"2018",14.7,NA,NA,NA,NA,NA,507,588,120,374,46,119,0,0,194,225,867,0,0,716,512,716
"CZPR4",NA,16.76369,-87.80431,"2018",1.3,NA,25.17,9.89,9.83,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CZPR4",NA,16.76369,-87.80431,"2018",1.5,NA,NA,NA,NA,NA,10,30,0,0,0,0,0,0,72,121,82,3,9,12,40,15
"FIDO","Fido's Secret Wall",18.17344,-87.82841,"2018",11.4,NA,NA,NA,NA,NA,297,386,67,135,638,2003,117,370,916,906,2035,206,308,2638,3301,2844
"Goff's Caye","Goff's Caye",17.3521,-88.0385,"2023",NA,"Barrier",33.5,11.800424,6,7.83156,41.22355289483,123.67065868449,93.857945960258,149.30920806111,68.619345567331,48.5212045712428,0,0,321.80327185862,211.3674444117,525.504116281039,562.30090980277,690.07802270041,2599.8956204319,1376.6131262256,3162.19653023467
"GSMBRS1","Gladden Spit",16.45231,-88.04171,"2021",3,NA,35,8.22,10,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSMBRS1","Gladden Spit",16.45231,-88.04171,"2021",3.2,NA,NA,NA,NA,NA,123,214,118,374,2,6,0,0,95,161,338,603,1351,570,334,1173
"HolChan","Hol Chan",17.85897,-87.97327,"2021",13.8,NA,NA,NA,NA,NA,86,209,583,1843,0,0,0,0,13,24,682,76,130,564,742,640
"HolChan","Hol Chan",17.85897,-87.97327,"2021",15.4,NA,22.83,2.64,42.67,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAST","Last Resort",18.16356,-87.83042,"2018",4.4,NA,NA,NA,NA,NA,445,710,0,0,0,0,0,0,540,362,985,143,169,380,327,523
"LBCMBRS1","Laughing Bird 1",16.42794,-88.20604,"2021",6.7,NA,9.33,3.56,9.67,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBCMBRS1","Laughing Bird 1",16.42794,-88.20604,"2021",6.8,NA,NA,NA,NA,NA,345,388,154,296,0,0,0,0,86,126,585,31,64,999,627,1030
"LBCMBRS1","Laughing Bird Caye 1",16.4279,-88.206,"2023",NA,"Lagoonal",6.833333,3.484091,13.583333,9.497441,145.75483929697,306.67699426413,85.459371807334,171.94736740592,0,0,0,0,240.7327029171,443.41155609678,471.946914021404,182.47439744415,299.0685497803,2649.9054925186,2071.0479126851,2832.37988996275
"LBCMBRS2","Laughing Bird 2",16.44383,-88.19778,"2021",1.5,NA,7.67,6.11,26.67,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBCMBRS2","Laughing Bird 2",16.44383,-88.19778,"2021",2.3,NA,NA,NA,NA,NA,1052,2753,0,0,6,20,117,370,508,1007,1683,37,74,826,1187,863
"LBCMBRS2","Laughing Bird Caye 2",16.4438,-88.1978,"2023",NA,"Lagoonal",7.333333,6.968182,8.416667,2.387758,98.282663885509,136.10652026294,0,0,186.26944567699,131.712388166059,0,0,1386.6293824404,863.70415165384,1671.1814920029,151.83988328075,170.69941914844,5612.7200863565,7730.1278192057,5764.55996963725
"MP_DFR","Mauger Point",17.6211,-87.7889,"2023",NA,"Atoll",13.666667,3.72678,14.916667,5.790917,2023.2651383204,1469.8568300446,161.40882860837,180.1610860704,9.5304646621292,6.73905619045032,0,0,213.27177014496,300.89636899733,2407.47620173586,614.34713846131,745.95707562139,3663.6866934502,2629.1339197194,4278.03383191151
"MP_DFR","MP_DFR",17.62305,-87.79146,"2018",10.7,NA,NA,NA,NA,NA,285,259,188,450,9,24,0,0,190,254,672,210,143,1492,1848,1702
"MP_SFR","Mauger Point",17.6205,-87.7884,"2023",NA,"Atoll",26.666667,3.681787,23.75,7.537407,2400.3684710049,2219.8392512633,181.69534958715,336.01353230777,1.9559313024611,1.38305228750528,147.44054384412,417.02483349603,303.59227264251,516.627205179,3035.05256838114,811.65727028819,536.86016112267,4362.536196243,2129.6468652681,5174.19346653119
"MP_SFR","MP_SFR",17.62194,-87.78979,"2018",7.6,NA,NA,NA,NA,NA,197,310,2,4,9,22,0,0,112,71,320,375,207,1803,1239,2178
"MXRCK","Mexico Rocks",17.99067,-87.90297,"2021",13.5,NA,NA,NA,NA,NA,11,34,0,0,32,100,0,0,137,309,180,136,170,337,616,473
"MXRCK","Mexico Rocks",17.99067,-87.90297,"2021",14.1,NA,20.17,3.54,29.17,15.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MXRCK","Mexico Rocks",17.9907,-87.903,"2023",NA,"Barrier",9.166667,2.910708,40.416667,10.802842,8.0037866138235,24.011359841471,0,0,107.5476281488,76.0476571645457,0,0,33.475218799487,61.926421792403,149.026633562111,563.8770903273,505.59159404498,682.85473971284,678.77332984227,1246.73183004014
"Nicholas Caye","Nicholas Caye",16.1123,-88.256,"2023",NA,"Barrier",21,10.954451,16.166667,6.309164,4316.589357989,6983.2650328067,12.837786631561,24.286173659106,17.154836391833,12.1303011428109,0,0,537.3777702551,675.82175102729,4883.95975126749,708.57512069086,656.04987319699,2133.2382972361,1167.8042384767,2841.81341792696
"PALM","Palm Spring",18.06523,-87.87831,"2018",1.8,NA,NA,NA,NA,NA,146,267,0,0,0,0,0,0,59,72,205,420,359,214,242,634
"PHMR 01","Bank 3",16.15347,-88.59154,"2021",8,NA,NA,NA,NA,NA,21,38,0,0,25,80,0,0,33,69,79,6,12,460,651,466
"PHMR 01","Bank 3",16.15347,-88.59154,"2021",8.4,NA,3.17,2.64,25,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 02","Frenchman",16.17925,-88.63641,"2021",3.6,NA,NA,NA,NA,NA,19,41,20,42,13,40,0,0,342,816,394,1,3,661,566,662
"PHMR 02","Frenchman",16.17925,-88.63641,"2021",4.3,NA,16.5,11.64,9.58,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 03","Daly Bank",16.33055,-88.34744,"2021",8.2,NA,NA,NA,NA,NA,22,47,59,67,0,0,0,0,20,37,101,24,43,588,1101,612
"PHMR 03","Daly Bank",16.33055,-88.34744,"2021",9.3,NA,11,3.69,7.58,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 04","Spanish Bank",16.15952,-88.41018,"2021",8.7,NA,9.67,1.37,10.17,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 04","Spanish Bank",16.15952,-88.41018,"2021",8.8,NA,NA,NA,NA,NA,30,70,33,46,843,2665,0,0,116,176,1022,0,0,859,731,859
"PHMR 05","East Snake Caye",16.20594,-88.50809,"2021",4.1,NA,NA,NA,NA,NA,66,147,44,138,133,421,0,0,160,180,403,600,1346,320,313,920
"PHMR 05","East Snake Caye",16.20594,-88.50809,"2021",4.9,NA,16.33,9.11,9.83,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 06","Middle Snake Caye",16.20153,-88.55112,"2021",2.8,NA,NA,NA,NA,NA,181,230,0,0,13,40,990,3132,251,209,1435,400,723,423,281,823
"PHMR 06","Middle Snake Caye",16.20153,-88.55112,"2021",3.1,NA,15.33,4.41,10.17,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 07","West Snake Caye",16.18875,-88.56981,"2021",3.3,NA,18,7.85,8.17,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 07","West Snake Caye",16.18875,-88.56981,"2021",4.1,NA,NA,NA,NA,NA,255,661,9,30,0,0,0,0,209,252,473,88,147,445,434,533
"PHMR 08","South Snake Caye",16.17914,-88.56445,"2021",2.2,NA,11.83,3.66,5.42,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 08","South Snake Caye",16.17914,-88.56445,"2021",2.3,NA,NA,NA,NA,NA,117,298,0,0,0,0,0,0,282,384,399,18,57,227,222,245
"PHMR 09","Wilson Caye",16.22111,-88.58796,"2021",1.5,NA,NA,NA,NA,NA,44,107,0,0,0,0,0,0,172,250,216,0,0,477,524,477
"PHMR 09","Wilson Caye",16.22111,-88.58796,"2021",2.6,NA,9.67,10.67,15.67,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 10","BANK 2",16.17936,-88.55684,"2021",3,NA,10.17,6.27,4.17,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHMR 10","BANK 2",16.17936,-88.55684,"2021",3.9,NA,NA,NA,NA,NA,351,574,44,138,0,0,0,0,625,968,1020,248,746,702,435,950
"Pig Sty","Pig Sty",18.18163,-87.82744,"2018",11.3,NA,NA,NA,NA,NA,560,666,109,183,145,456,0,0,352,366,1166,575,436,602,580,1177
"R01","LHRA",17.4735,-87.4864,"2023",NA,"Atoll",5.25,4.085034,36.5,10.535654,0,0,883.4941799043,2244.4503918188,8.5774181959163,6.0651505714053,354.44863557565,1063.345906727,120.05165168439,113.5625906432,1366.57188536026,501.52232807443,689.59524183342,681.02289673741,549.4470161272,1182.54522481184
"R02","LHRA",17.4719,-87.4873,"2023",NA,"Atoll",4,3.570714,34,17.242752,33.473632943671,55.893500611669,16.797148305847,33.594296611693,0,0,67.389327550159,202.16798265048,95.56845736842,110.52863850444,213.228566168097,371.63261531499,423.0504151491,2316.4993459644,2516.9475698366,2688.13196127939
"R03","LHRA",17.4618,-87.4986,"2023",NA,"Atoll",8,5.049752,20.25,9.36416,58.203450448062,122.66929564182,17.906951425506,33.202088433285,0,0,0,0,116.68102575201,244.51183314369,192.791427625578,4639.8515055962,10409.112909735,7556.6208699043,15251.764068879,12196.4723755005
"R04","LHRA",17.4459,-87.5283,"2023",NA,"Atoll",9.75,4.115519,28.6875,6.9684,56.696370576853,112.47936823797,166.2875928135,325.99684151762,102.67797569784,72.6042928944502,132.6964894597,398.08946837911,348.01576447767,560.48967657373,806.374193025563,215.23097942402,192.64974618297,1831.8267405944,970.17099474861,2047.05772001842
"R05","LHRA",17.4432,-87.5293,"2023",NA,"Atoll",15.5,5.074446,19.3125,9.079295,280.68742569364,334.45922335096,10.681351287563,24.924443409592,17.154836391833,12.1303011428109,1004.3082814867,3012.9248444602,226.04839489771,174.79566179958,1538.88028975745,170.73805678522,224.04585155435,1615.5911312361,1425.6166411251,1786.32918802132
"R06","LHRA",17.3923,-87.4624,"2023",NA,"Atoll",8,4.555217,15.0625,8.726531,824.86831132449,1407.723906006,9.5083772725828,28.525131817748,19.59277923113,13.854187056623,0,0,150.28489604614,251.0658252618,1004.25436387434,164.96622973575,194.61531334781,564.34279964258,407.66334754061,729.30902937833
"R07","LHRA",17.3936,-87.4635,"2023",NA,"Atoll",17.25,10.859903,1,1.322876,94.259110225447,133.69995500023,0,0,0,0,0,0,55.754992360421,64.45187157177,150.014102585868,309.90338412806,311.58195114841,230.20645658025,445.35774631346,540.10984070831
"R08","LHRA",17.3837,-87.5184,"2023",NA,"Atoll",3.875,3.550968,65.8125,17.360043,499.2809343926,810.28442606694,0,0,54.40872552723,38.4727787760219,0,0,1332.7876516712,1255.8746415164,1886.47731159103,84.603346302451,120.10433808354,44.454733613028,58.967126966602,129.058079915479
"R10 DFR","LHRA",17.3097,-87.5836,"2023",NA,"Atoll",16.75,6.703544,15.5,6.264982,620.22753434937,1414.7413669783,669.96427285376,1147.9703890637,211.84772480381,149.798962787716,0,0,1615.3737807014,4089.9820385871,3117.41331270834,198.07551725591,173.29625307779,531.4247153233,439.73659086557,729.50023257921
"R10 DFR","R10 DFR",17.3097,-87.58365,"2021",2.2,NA,15.83,10.25,2.17,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R10 DFR","R10 DFR",17.3097,-87.58365,"2021",3.6,NA,NA,NA,NA,NA,233,192,14,36,19,60,0,0,102,91,368,960,1303,1151,1061,2111
"R11 SFR","LHRA",17.2574,-87.572,"2023",NA,"Atoll",11.5,4.527693,7.5,3.427827,37.428838589763,112.28651576929,16.797148305847,33.594296611693,18.57094613881,13.1316419478027,0,0,28.977612133914,39.74228658947,101.774545168334,199.8014332966,475.74682462075,127.77493097768,148.50117260477,327.57636427428
"R11 SFR","R11 SFR",17.25742,-87.57198,"2021",4.8,NA,17,3.74,7.17,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11 SFR","R11 SFR",17.25742,-87.57198,"2021",10.6,NA,NA,NA,NA,NA,264,404,2,8,150,287,0,0,120,130,536,216,228,430,315,646
"R12","LHRA",17.2243,-87.6046,"2023",NA,"Atoll",10.75,5.30919,5.5,3.570714,69.524925184765,208.57477555429,17.625780242009,32.691992137862,0,0,0,0,45.898321188115,84.731491319409,133.049026614889,133.94157632169,120.5889596981,346.05407097774,356.56818304513,479.99564729943
"R13 SFR","LHRA",17.226,-87.6015,"2023",NA,"Atoll",20.571429,6.52155,25.428571,3.499271,42.639492203985,74.113641174302,35.813902851012,76.290469007404,17.154836391833,12.1303011428109,0,0,55.765410376717,66.833972709074,151.373641823547,108.32621859255,158.90406691747,284.11158911849,182.60339812642,392.43780771104
"R13 SFR","R13 SFR",17.22598,-87.60154,"2021",7.6,NA,12.83,6.55,40.25,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R13 SFR","R13 SFR",17.22598,-87.60154,"2021",8.4,NA,NA,NA,NA,NA,185,257,200,371,106,194,0,0,34,83,525,141,153,690,647,831
"R14","LHRA",17.2237,-87.5638,"2023",NA,"Atoll",12.5,5.123475,28.0625,13.354394,5674.2694722833,7075.1321240578,142.16011682378,159.45756481034,255.79543485533,180.874686582766,151.27300800518,395.7915241779,4646.0255235038,5617.3886865127,10869.5235554714,15.578878295259,20.821765949659,1097.8282496628,1248.4540306801,1113.40712795806
"R15 DFR","LHRA",17.2032,-87.5422,"2023",NA,"Atoll",13.875,7.606535,26.4375,10.372552,3315.9324355478,6150.2177079513,13835.733968849,30529.191975323,147.99781892381,104.650261361845,1092.7865457214,2348.1023431035,258.27882994101,347.39016646184,18650.729598983,96.232356644951,148.31214167236,1070.2670528882,1302.6566094276,1166.49940953315
"R15 DFR","R15 DFR",17.20323,-87.54223,"2021",10.7,NA,15.33,6.31,30.67,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R15 DFR","R15 DFR",17.20323,-87.54223,"2021",11,NA,NA,NA,NA,NA,378,458,162,384,160,501,158,378,51,68,909,130,96,2831,4199,2961
"R16 DFR","LHRA",17.2032,-87.5249,"2023",NA,"Atoll",5.75,5.606915,11,8.019507,264.15348552604,764.57973333,986.64899597586,1881.5084179396,0,0,0,0,11.950044832571,25.387030400445,1262.75252633447,172.9536212809,226.71596961779,243.09291320938,373.0042938346,416.04653449028
"R16 DFR","R16 DFR",17.20319,-87.52493,"2021",10.7,NA,2.67,1.86,23.17,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16 DFR","R16 DFR",17.20319,-87.52493,"2021",13.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,410,865,39,61,449,328,345,1314,1225,1642
"R17 SFR","LHRA",17.2034,-87.5281,"2023",NA,"Atoll",5.375,4.662014,0.75,1.089725,92.449822980686,277.34946894206,0,0,0,0,48.812809004687,146.43842701406,28.460145902858,36.239057457411,169.722777888231,326.56015000629,355.15254063471,580.45623368545,839.80485368356,907.01638369174
"R17 SFR","R17 SFR",17.20341,-87.52811,"2021",4.8,NA,5.83,4.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17 SFR","R17 SFR",17.20341,-87.52811,"2021",5.3,NA,NA,NA,NA,NA,193,611,118,374,6,20,0,0,2,4,319,100,100,814,727,914
"R18 BR","LHRA",17.1862,-87.6121,"2023",NA,"Atoll",23.25,8.332917,7.375,6.32332,62.749633938263,109.0155071978,16.797148305847,33.594296611693,74.507778270795,52.6849552664228,53.154266373168,145.56788696836,497.46398938006,499.10130888714,704.672816268133,599.23962330877,972.80562137871,590.50964557884,447.50644695989,1189.74926888761
"R18 BR","R18 BR",17.18617,-87.61214,"2021",1.8,NA,17.33,4.41,13.5,3.82,112,121,11,34,0,0,0,0,60,88,183,153,133,662,723,815
"R19","LHRA",17.1242,-87.6208,"2023",NA,"Atoll",5.285714,4.164966,48.928571,7.408627,0,0,549.31281894117,1152.2897148184,0,0,0,0,90.631970246636,116.22584870071,639.944789187806,155.76491798687,240.9609832974,338.70695748201,482.03270041495,494.47187546888
"R2 SFR","R2 SFR",17.47189,-87.48732,"2021",4.3,NA,NA,NA,NA,NA,42,78,40,56,0,0,0,0,83,65,165,120,102,511,575,631
"R2 SFR","R2 SFR",17.47189,-87.48732,"2021",4.6,NA,4.67,3.56,22.83,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20 SFR","LHRA",17.131,-87.6064,"2023",NA,"Atoll",11.5,9.041571,5.5,3.418699,42.128707721639,77.404025212916,0,0,0,0,0,0,790.73699177886,1799.6155584668,832.865699500499,222.85280432661,307.05156773077,728.11015197049,636.98055069733,950.9629562971
"R20 SFR","R20 SFR",17.13101,-87.60639,"2021",6.1,NA,NA,NA,NA,NA,250,397,1,4,4,8,0,0,120,184,375,306,320,429,428,735
"R20 SFR","R20 SFR",17.13101,-87.60639,"2021",6.2,NA,10.83,6.43,7.67,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21 BR","LHRA",17.1352,-87.6206,"2023",NA,"Atoll",6.25,4.575751,35.875,9.05107,1.1374503269365,3.4123509808096,0,0,42.887090979582,30.3257528570268,0,0,138.46347559431,269.66102794121,182.488016900829,814.59532436552,1993.6870644377,377.81028869218,247.15724156571,1192.4056130577
"R21 BR","R21 BR",17.13524,-87.62064,"2021",1.7,NA,6.5,2.51,34.25,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21 BR","R21 BR",17.13524,-87.62064,"2021",2.4,NA,NA,NA,NA,NA,284,370,0,0,0,0,0,0,178,161,462,487,571,633,720,1120
"R22","LHRA",17.4381,-87.534,"2023",NA,"Atoll",3.875,2.315032,4.875,5.754075,0,0,8.3985741529233,25.19572245877,0,0,0,0,152.9392084753,169.99399120999,161.337782628223,302.47749693653,289.43313206437,650.76980517261,737.94509114416,953.24730210914
"R23","LHRA",17.2066,-87.5307,"2023",NA,"Atoll",9.125,6.173279,8.75,3.112475,1550.2481017054,2463.6832400667,0,0,80.140980114979,56.6682304902379,323.60492792251,970.81478376754,1775.7997284694,3258.5533434533,3729.79373821229,273.39336554968,426.67733977168,633.84629833714,932.25351010977,907.23966388682
"R24","LHRA",17.3147,-87.5345,"2023",NA,"Atoll",14,5.315073,32.75,7.416198,1352.8523972856,2326.7432177808,0,0,74.00150475836,52.3269658326449,0,0,1594.869289905,2997.6713452533,3021.72319194896,190.52284669962,330.74315212675,1782.0219797628,667.76740530037,1972.54482646242
"R4 DFR","R4 DFR",17.44595,-87.52826,"2021",9.8,NA,9.33,3.5,37.25,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R4 DFR","R4 DFR",17.44595,-87.52826,"2021",10.4,NA,NA,NA,NA,NA,729,1203,11,36,6,20,0,0,359,269,1105,295,238,760,722,1055
"R6 DFR","R6 DFR",17.39226,-87.46236,"2021",10.7,NA,14.33,4.03,11.33,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R6 DFR","R6 DFR",17.39226,-87.46236,"2021",11.2,NA,NA,NA,NA,NA,121,171,118,374,0,0,163,285,192,164,594,171,181,793,831,964
"R7 SFR","R7 SFR",17.39364,-87.46348,"2021",6.2,NA,17.67,9.18,12.67,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R7 SFR","R7 SFR",17.39364,-87.46348,"2021",6.3,NA,NA,NA,NA,NA,104,221,36,115,0,0,0,0,59,82,199,181,233,614,1457,795
"R9 BR","LHRA",17.3165,-87.5302,"2023",NA,"Atoll",10.375,3.603384,18.4375,9.298647,10.883817460111,29.058512916247,90.689826387153,146.46313598052,154.55952186902,109.290086010535,0,0,1502.4708659834,1245.696314511,1758.60403169968,351.03336780103,572.58205432358,3645.784141157,2236.2639165802,3996.81750895803
"R9 BR","R9 BR",17.31648,-87.53019,"2021",2.2,NA,6.5,2.81,17.67,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9 BR","R9 BR",17.31648,-87.53019,"2021",4.2,NA,NA,NA,NA,NA,498,442,0,0,0,0,0,0,1535,2562,2033,704,1686,3728,3922,4432
"Rainbow","Rainbow Reef",18.08934,-87.86808,"2018",1,NA,NA,NA,NA,NA,56,59,19,40,13,27,0,0,71,83,159,322,219,576,377,898
"RPN","Rocky Point North",18.11949,-87.82177,"2018",12.7,NA,NA,NA,NA,NA,0,0,2,8,56,178,0,0,209,172,267,415,598,577,664,992
"SP_DFR","Soldier Point",17.3341,-87.7871,"2023",NA,"Atoll",13.416667,5.80529,23.75,5.505679,72.999567651075,119.98355566149,18.408592212505,34.36055265353,2.7088253769968,1.91542879312464,0,0,21.601108366564,33.387187003392,115.718093607141,234.64399422942,405.21057913456,713.51252802824,906.69468045601,948.15652225766
"SP_DFR","SP_DFR",17.33406,-87.78709,"2018",10.7,NA,NA,NA,NA,NA,281,343,12,33,0,0,0,0,258,406,551,157,214,1217,1153,1374
"SP_SFR","SP_SFR",17.33352,-87.78812,"2018",7.6,NA,NA,NA,NA,NA,322,511,66,187,27,38,0,0,204,266,619,841,561,1252,1455,2093
"SWCCZFR1","SWCCZFR1",16.88466,-88.06055,"2021",13.6,NA,NA,NA,NA,NA,205,291,22,44,127,379,0,0,85,80,439,720,1627,534,508,1254
"SWCCZFR1","SWCCZFR1",16.88466,-88.06055,"2021",15.4,NA,27.17,5.81,48,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR1","SWCCZFR1",16.8847,-88.0606,"2023",NA,"Barrier",22.666667,9.049248,21.5,5.619905,192.07490780851,419.6944106433,59.427797113118,108.33426086805,88.718398310896,62.7333810616437,0,0,303.12661599436,239.03258642782,643.347719226884,370.99744412052,439.66938530995,1231.4742211555,921.03762894923,1602.47166527602
"SWCCZFR1","SWCCZFR1",16.88471,-88.0567,"2018",15.5,NA,NA,NA,NA,NA,58,165,248,330,255,615,0,0,205,210,766,552,255,1998,1291,2550
"SWCCZFR2","SWCCZFR2",16.8679,-88.0649,"2023",NA,"Barrier",13.666667,8.013877,33.333333,7.272475,0,0,113.52703421523,162.97272407854,372.53889135398,263.424776332118,0,0,181.70795532281,162.76167790464,667.77388089202,305.92540493702,252.33072941019,761.85905065641,611.02576375184,1067.78445559343
"SWCCZFR2","SWCCZFR2",16.86792,-88.06493,"2021",15.1,NA,NA,NA,NA,NA,235,341,121,229,25,61,0,0,97,61,478,181,153,767,734,948
"SWCCZFR2","SWCCZFR2",16.86792,-88.06493,"2021",15.5,NA,24.33,9.95,41.5,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR2","SWCCZFR2",16.86805,-88.06128,"2018",15.8,NA,NA,NA,NA,NA,300,269,0,0,16,29,0,0,260,316,576,387,313,1811,1567,2198
"SWCCZFR3","SWCCZFR3",16.84966,-88.06495,"2018",15.5,NA,NA,NA,NA,NA,1495,1294,35,49,142,376,0,0,260,288,1932,257,156,3336,2147,3593
